offender_id,user_id,date_of_birth,gender,nationality,county,risk_level,criminal_history,substance_abuse,mental_health_issues,anger_issues,family_support,peer_support,community_ties,employment_status,employment_duration,education_level,financial_stability,housing_stability,probation_start_date,probation_duration_months,probation_officer,program_participation,program_types,compliance_rate,violation_count,curfew_breaks,positive_behavior_points,last_violation_date,probation_end_date,probation_completed,recidivism_risk
OFF_000272,272,2008-01-12 09:57:47.958794,female,Kenyan,Eldoret,low,2,0,0,0,2,1,2,self_employed,96,diploma,3,3,2023-04-18 02:40:26.962187,36,Officer_18,4,[],0.5407371464625612,1,1,3,,2026-04-17 22:50:02.962187008,1,0
OFF_000273,273,2008-03-23 10:53:54.960352,female,Kenyan,Meru,high,3,0,0,0,5,3,1,employed,206,degree,1,2,2025-03-04 06:04:23.962187,24,Officer_12,3,"['Community Service', 'Education Advancement']",0.8624177115538119,0,0,1,,2027-03-04 19:30:47.962187008,1,0
OFF_000274,274,1979-12-08 21:16:05.958794,male,Kenyan,Nairobi,high,3,1,1,0,3,4,1,employed,35,secondary,2,5,2026-01-24 21:58:03.962187,24,Officer_2,0,['Job Training'],0.9332618357804607,0,0,4,,2028-01-25 11:24:27.962187008,1,1
OFF_000275,275,2008-03-23 10:53:54.960352,male,Kenyan,Meru,low,1,1,1,1,1,5,2,unemployed,108,primary,3,3,2024-06-10 22:23:20.962187,12,Officer_13,2,"['Mental Health Support', 'Vocational Training']",0.465676804606787,3,0,5,,2025-06-11 05:06:32.962187000,1,0
OFF_000276,276,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,high,0,0,0,0,4,2,2,employed,54,diploma,3,2,2024-01-30 14:26:55.962187,12,Officer_9,1,[],0.8080992350705584,1,0,2,,2025-01-29 21:10:07.962187000,1,0
OFF_000277,277,2008-03-23 10:53:54.960352,male,Kenyan,Thika,low,1,0,0,0,3,5,1,employed,191,diploma,1,1,2021-06-18 14:55:30.962187,24,Officer_7,2,[],0.930007879302272,0,0,4,,2023-06-19 04:21:54.962187008,1,0
OFF_000278,278,1982-12-12 15:26:49.958794,male,Kenyan,Kericho,medium,2,1,1,0,3,4,5,unemployed,218,secondary,5,1,2025-06-04 05:03:44.962187,60,Officer_4,0,"['Family Counseling', 'Community Service']",0.6204433477948634,1,1,7,,2030-06-04 14:39:44.962187008,1,1
OFF_000279,279,1980-05-16 23:46:01.958794,male,Kenyan,Kisumu,medium,3,1,0,0,2,3,2,self_employed,184,degree,2,5,2023-12-26 05:42:40.962187,60,Officer_15,0,"['Counseling', 'Family Counseling']",0.6237143822383341,1,1,4,,2028-12-25 15:18:40.962187008,1,0
OFF_000280,280,2003-08-25 15:50:55.958794,female,Kenyan,Nairobi,low,1,1,0,0,4,4,3,student,68,primary,3,3,2022-10-07 09:51:38.962187,48,Officer_3,1,[],0.8643701730668922,2,1,6,,2026-10-07 12:44:26.962187008,1,0
OFF_000281,281,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,high,0,0,0,0,5,4,4,unemployed,60,diploma,4,2,2025-05-14 05:15:23.962187,12,Officer_7,3,['Job Training'],0.7578685392701185,0,2,6,2025-10-16 10:53:54.978867,2026-05-14 11:58:35.962187000,0,0
OFF_000282,282,1999-05-04 20:47:01.958794,male,Kenyan,Mombasa,high,1,0,0,1,3,5,1,self_employed,129,primary,3,2,2023-01-09 11:42:02.962187,48,Officer_20,4,"['Job Training', 'Vocational Training', 'Family Counseling']",0.8330711011184461,0,2,7,2025-04-14 10:53:54.978889,2027-01-09 14:34:50.962187008,1,0
OFF_000283,283,1983-09-08 08:24:53.958794,male,Kenyan,Eldoret,medium,4,0,0,1,5,2,1,unemployed,54,diploma,2,1,2024-03-27 20:33:54.962187,12,Officer_1,3,[],0.6905461754450606,1,1,8,,2025-03-28 03:17:06.962187000,1,1
OFF_000284,284,1993-03-03 20:10:44.958794,male,Kenyan,Kisii,low,0,0,0,1,3,4,4,self_employed,121,degree,3,5,2023-06-02 03:03:01.962187,24,Officer_2,0,"['Counseling', 'Substance Abuse Treatment']",0.978600267534258,2,0,4,2025-06-03 10:53:54.978953,2025-06-01 16:29:25.962187008,1,0
OFF_000285,285,1989-04-15 10:49:38.958794,male,Kenyan,Meru,low,2,0,0,0,5,5,5,unemployed,96,diploma,1,1,2024-02-11 20:24:06.962187,60,Officer_11,0,"['Job Training', 'Vocational Training']",0.44333859898548633,2,0,6,,2029-02-11 06:00:06.962187008,1,1
OFF_000286,286,1989-03-12 02:55:53.958794,male,Kenyan,Mombasa,medium,3,1,1,1,4,2,4,self_employed,79,diploma,3,1,2023-08-07 07:44:46.962187,60,Officer_8,3,"['Job Training', 'Education Advancement']",0.8503376987567542,0,2,5,,2028-08-06 17:20:46.962187008,1,0
OFF_000287,287,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,high,1,0,0,1,2,3,2,unemployed,86,tertiary,3,5,2023-07-27 18:58:35.962187,24,Officer_5,4,[],0.9228978593322381,1,0,6,,2025-07-27 08:24:59.962187008,1,0
OFF_000288,288,2006-10-11 19:18:24.958794,male,Kenyan,Kisumu,medium,0,0,0,0,4,3,4,self_employed,37,degree,4,3,2025-12-12 05:40:52.962187,48,Officer_19,4,['Community Service'],0.7876682001782527,1,0,4,,2029-12-12 08:33:40.962187008,1,0
OFF_000289,289,1985-10-15 16:53:48.958794,male,Kenyan,Nairobi,low,4,0,1,0,1,1,1,unemployed,118,secondary,1,2,2021-04-21 23:49:12.962187,48,Officer_7,0,"['Community Service', 'Counseling', 'Family Counseling']",0.7602432359620978,1,1,2,,2025-04-22 02:42:00.962187008,1,0
OFF_000290,290,2004-12-16 09:05:54.958794,male,Kenyan,Kisii,medium,0,0,0,0,2,5,4,student,207,secondary,1,3,2025-08-12 13:25:05.962187,36,Officer_3,4,"['Substance Abuse Treatment', 'Education Advancement']",0.9030826681063469,1,0,2,2026-01-18 10:53:54.979008,2028-08-12 09:34:41.962187008,1,0
OFF_000291,291,1988-09-26 01:46:37.958794,male,Kenyan,Thika,medium,5,0,0,1,4,2,3,student,77,degree,3,4,2022-11-05 01:05:53.962187,12,Officer_18,4,['Counseling'],0.7267567233454765,0,0,10,2026-02-28 10:53:54.979028,2023-11-05 07:49:05.962187000,1,0
OFF_000292,292,1995-03-16 17:33:02.958794,male,Kenyan,Kisii,medium,4,0,0,0,1,4,2,employed,156,secondary,4,4,2021-12-12 10:39:48.962187,48,Officer_7,1,['Job Training'],0.8339796711725784,0,0,2,,2025-12-12 13:32:36.962187008,0,0
OFF_000293,293,2007-09-25 03:17:32.958794,male,Kenyan,Meru,low,2,0,0,0,3,3,4,self_employed,153,degree,3,4,2023-04-10 07:42:35.962187,24,Officer_19,1,"['Job Training', 'Community Service']",0.8398628673978425,2,1,4,,2025-04-09 21:08:59.962187008,1,1
OFF_000294,294,1993-04-01 10:14:57.958794,male,Kenyan,Eldoret,medium,3,1,1,0,3,2,1,unemployed,34,secondary,3,5,2024-09-04 04:22:32.962187,48,Officer_7,2,"['Counseling', 'Community Service', 'Job Training']",0.5282749033061218,1,0,8,,2028-09-04 07:15:20.962187008,1,0
OFF_000295,295,1981-05-19 03:44:11.958794,male,Kenyan,Kisumu,medium,2,1,0,1,5,5,2,self_employed,78,tertiary,2,1,2025-05-17 09:54:11.962187,60,Officer_8,3,['Family Counseling'],0.737003403927947,0,0,3,,2030-05-17 19:30:11.962187008,1,1
OFF_000296,296,2006-05-28 12:41:00.958794,male,Kenyan,Eldoret,high,1,0,1,1,2,1,1,student,66,secondary,2,3,2025-12-10 07:50:12.962187,12,Officer_11,0,['Family Counseling'],0.8888510420445688,2,1,12,,2026-12-10 14:33:24.962187000,1,0
OFF_000297,297,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,medium,0,0,0,1,3,3,5,self_employed,86,diploma,4,2,2023-04-07 02:44:58.962187,36,Officer_5,4,[],0.7266923111290984,1,0,2,2026-01-23 10:53:54.979049,2026-04-06 22:54:34.962187008,1,0
OFF_000298,298,1982-11-29 23:43:48.958794,male,Kenyan,Eldoret,medium,5,1,0,0,2,2,3,unemployed,156,degree,5,4,2025-04-08 14:58:24.962187,12,Officer_20,2,['Substance Abuse Treatment'],0.8582228483928936,1,1,3,,2026-04-08 21:41:36.962187000,1,1
OFF_000299,299,1979-09-10 20:00:46.958794,male,Kenyan,Kisumu,high,4,0,0,0,3,2,5,self_employed,33,primary,2,3,2025-05-24 09:11:22.962187,60,Officer_1,1,[],0.7635684281459587,1,0,7,,2030-05-24 18:47:22.962187008,1,0
OFF_000300,300,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,low,4,0,0,0,5,2,3,unemployed,96,primary,5,4,2025-01-11 21:12:52.962187,60,Officer_9,4,"['Mental Health Support', 'Job Training', 'Substance Abuse Treatment']",0.8511016163222261,0,1,3,2025-02-01 10:53:54.979068,2030-01-12 06:48:52.962187008,1,0
OFF_000301,301,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,high,0,1,0,0,4,5,4,student,168,degree,1,4,2021-05-14 00:38:57.962187,60,Officer_5,3,"['Mental Health Support', 'Education Advancement', 'Community Service']",0.9729631658738379,2,0,6,2025-08-01 10:53:54.979085,2026-05-14 10:14:57.962187008,1,0
OFF_000302,302,1977-04-03 06:17:58.958794,male,Kenyan,Meru,medium,5,0,0,0,5,5,2,student,168,tertiary,2,2,2022-01-04 13:27:32.962187,60,Officer_5,1,"['Community Service', 'Family Counseling', 'Job Training']",0.576482144319004,1,0,4,,2027-01-04 23:03:32.962187008,1,0
OFF_000303,303,1982-08-06 12:18:37.958794,male,Kenyan,Machakos,low,0,0,0,0,1,5,4,student,150,secondary,2,5,2023-09-21 14:41:36.962187,24,Officer_18,0,['Family Counseling'],0.9431685441061591,1,1,4,2026-02-02 10:53:54.979104,2025-09-21 04:08:00.962187008,1,0
OFF_000304,304,1992-05-02 16:45:22.958794,male,Kenyan,Meru,medium,1,0,0,0,3,4,3,employed,70,tertiary,4,1,2023-02-07 22:19:25.962187,36,Officer_9,4,"['Community Service', 'Education Advancement']",0.6710630002691466,0,1,0,,2026-02-07 18:29:01.962187008,1,0
OFF_000305,305,1987-07-27 03:20:19.958794,female,Kenyan,Mombasa,medium,2,0,1,0,1,2,3,student,2,primary,5,5,2024-08-28 21:13:54.962187,60,Officer_6,2,"['Substance Abuse Treatment', 'Mental Health Support']",0.7711142405838957,0,0,9,,2029-08-29 06:49:54.962187008,1,0
OFF_000306,306,2003-11-27 22:19:43.958794,male,Kenyan,Kisii,low,4,0,0,1,1,3,3,self_employed,57,degree,2,3,2023-04-16 09:02:46.962187,60,Officer_4,0,"['Education Advancement', 'Community Service', 'Family Counseling']",0.6709862014481667,2,2,5,2025-06-06 10:53:54.979123,2028-04-15 18:38:46.962187008,1,1
OFF_000307,307,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,medium,1,1,0,0,2,5,1,employed,31,degree,2,5,2023-10-28 19:16:29.962187,48,Officer_1,4,"['Job Training', 'Community Service']",0.918622036111492,0,1,1,,2027-10-28 22:09:17.962187008,0,0
OFF_000308,308,2008-03-23 10:53:54.960352,male,Kenyan,Kericho,medium,2,0,1,1,3,5,2,student,30,tertiary,4,3,2026-03-02 06:49:33.962187,36,Officer_5,4,[],0.8520191919396851,1,0,5,,2029-03-02 02:59:09.962187008,1,1
OFF_000309,309,1990-10-18 04:07:30.958794,male,Kenyan,Kisii,medium,1,0,1,0,1,2,4,self_employed,81,tertiary,4,3,2024-05-10 23:03:27.962187,12,Officer_1,4,['Community Service'],0.8404904015587652,1,0,3,,2025-05-11 05:46:39.962187000,1,0
OFF_000310,310,2003-07-17 08:44:52.958794,male,Kenyan,Kisumu,low,5,1,0,0,4,5,4,self_employed,42,secondary,5,1,2025-03-30 19:45:29.962187,36,Officer_12,4,[],0.7798201713834615,0,1,3,,2028-03-30 15:55:05.962187008,1,0
OFF_000311,311,1980-03-28 20:16:42.958794,male,Kenyan,Thika,high,4,0,1,0,1,4,5,self_employed,134,diploma,1,2,2025-12-05 00:49:58.962187,36,Officer_8,4,"['Education Advancement', 'Family Counseling', 'Community Service']",0.70068978965229,1,0,7,,2028-12-04 20:59:34.962187008,1,0
OFF_000312,312,1987-06-15 12:45:58.958794,male,Kenyan,Nairobi,high,0,0,0,0,4,4,3,unemployed,104,diploma,1,1,2025-09-25 23:18:25.962187,36,Officer_19,0,[],0.8493404598833583,0,0,9,2025-04-23 10:53:54.979145,2028-09-25 19:28:01.962187008,1,0
OFF_000313,313,2002-01-14 21:10:11.958794,female,Kenyan,Kericho,high,0,1,0,0,2,5,3,employed,0,secondary,3,5,2024-02-22 11:18:26.962187,60,Officer_11,3,"['Family Counseling', 'Counseling', 'Mental Health Support']",0.7288917338038945,0,0,5,,2029-02-21 20:54:26.962187008,1,0
OFF_000314,314,1976-05-25 00:37:41.958794,male,Kenyan,Nairobi,medium,2,0,0,0,1,2,3,self_employed,60,diploma,2,3,2024-11-02 10:45:43.962187,60,Officer_1,3,"['Education Advancement', 'Community Service']",0.8249423080783516,1,3,5,,2029-11-02 20:21:43.962187008,1,0
OFF_000315,315,2002-10-26 10:32:52.958794,male,Kenyan,Meru,low,3,1,1,0,5,2,4,unemployed,13,primary,5,4,2025-11-25 10:50:14.962187,24,Officer_6,0,['Job Training'],0.9272340962020237,1,0,4,2025-12-24 10:53:54.979164,2027-11-26 00:16:38.962187008,0,0
OFF_000316,316,1994-04-19 02:41:04.958794,male,Kenyan,Nairobi,medium,5,1,0,0,2,2,5,student,179,diploma,2,4,2024-01-13 04:29:07.962187,12,Officer_9,3,"['Counseling', 'Education Advancement', 'Substance Abuse Treatment']",0.6153444787697101,1,2,2,2026-02-20 10:53:54.979182,2025-01-12 11:12:19.962187000,1,1
OFF_000317,317,2007-03-19 17:57:51.958794,male,Kenyan,Nairobi,low,2,0,0,0,4,1,1,self_employed,223,secondary,5,3,2024-03-18 11:47:32.962187,48,Officer_2,2,"['Job Training', 'Substance Abuse Treatment', 'Family Counseling']",0.8887712666915316,2,3,6,,2028-03-18 14:40:20.962187008,0,0
OFF_000318,318,1995-08-30 08:41:31.958794,male,Kenyan,Kericho,low,3,0,0,1,2,5,2,unemployed,5,diploma,5,1,2025-01-29 04:35:51.962187,36,Officer_5,2,"['Vocational Training', 'Job Training', 'Community Service']",0.5067907461310024,0,0,8,2025-12-22 10:53:54.979200,2028-01-30 00:45:27.962187008,1,0
OFF_000319,319,2005-01-13 08:41:27.958794,male,Kenyan,Mombasa,medium,1,1,1,1,1,2,1,self_employed,102,degree,5,2,2023-07-11 03:53:28.962187,12,Officer_14,0,[],0.7053663341230229,0,0,6,2025-08-15 10:53:54.979218,2024-07-10 10:36:40.962187000,1,1
OFF_000320,320,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,medium,5,0,1,1,3,4,4,employed,9,tertiary,2,1,2023-10-30 02:21:56.962187,12,Officer_17,2,[],0.9573304433209051,1,0,4,2026-03-07 10:53:54.979235,2024-10-29 09:05:08.962187000,1,0
OFF_000321,321,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,medium,1,1,0,0,3,3,3,employed,70,primary,4,3,2023-05-11 12:54:54.962187,24,Officer_4,0,['Mental Health Support'],0.9287894439930213,0,0,7,,2025-05-11 02:21:18.962187008,1,0
OFF_000322,322,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,medium,4,0,1,1,4,3,2,student,89,degree,2,3,2023-03-07 17:03:38.962187,48,Officer_3,2,['Vocational Training'],0.8866187652970826,4,0,7,,2027-03-07 19:56:26.962187008,1,0
OFF_000323,323,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,medium,5,0,0,1,4,2,4,self_employed,225,degree,5,2,2022-03-31 07:39:10.962187,36,Officer_16,1,"['Mental Health Support', 'Job Training', 'Education Advancement']",0.7291036183117254,0,1,5,,2025-03-31 03:48:46.962187008,1,1
OFF_000324,324,2008-03-23 10:53:54.960352,female,Kenyan,Kericho,low,3,0,0,0,3,3,4,unemployed,157,secondary,3,5,2022-11-09 19:01:26.962187,48,Officer_15,0,[],0.825081772656206,0,0,6,,2026-11-09 21:54:14.962187008,1,0
OFF_000325,325,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,high,4,1,0,1,4,3,4,student,227,tertiary,1,5,2023-11-26 19:51:30.962187,24,Officer_12,4,[],0.7768115496969862,1,1,5,,2025-11-26 09:17:54.962187008,1,0
OFF_000326,326,1986-10-13 22:48:13.958794,male,Kenyan,Thika,medium,0,1,0,0,2,1,2,self_employed,148,tertiary,5,2,2022-03-27 21:32:45.962187,60,Officer_17,2,[],0.8644816912945544,1,1,5,,2027-03-28 07:08:45.962187008,1,0
OFF_000327,327,1989-03-04 09:23:20.958794,male,Kenyan,Thika,medium,3,0,0,1,5,4,2,student,125,primary,3,5,2025-10-11 07:48:40.962187,12,Officer_19,1,"['Education Advancement', 'Substance Abuse Treatment']",0.5431026144095678,0,1,8,2026-03-15 10:53:54.979255,2026-10-11 14:31:52.962187000,1,0
OFF_000328,328,1996-06-10 04:00:43.958794,male,Kenyan,Kisumu,low,2,0,0,1,5,4,5,unemployed,187,secondary,4,4,2022-10-17 16:40:17.962187,36,Officer_4,0,['Family Counseling'],0.7254734984491099,1,0,7,,2025-10-17 12:49:53.962187008,1,0
OFF_000329,329,1991-01-24 10:32:24.958794,male,Kenyan,Kericho,medium,0,1,0,0,2,1,5,student,208,primary,5,5,2022-11-06 13:13:42.962187,60,Officer_15,2,"['Job Training', 'Education Advancement']",0.706097839941,0,1,4,,2027-11-06 22:49:42.962187008,1,0
OFF_000330,330,1980-03-25 01:32:29.958794,male,Kenyan,Kisumu,medium,0,0,1,0,5,1,1,student,96,diploma,3,5,2023-01-22 17:42:23.962187,24,Officer_17,4,['Mental Health Support'],0.8767332097863683,1,0,3,2025-12-23 10:53:54.979274,2025-01-22 07:08:47.962187008,1,0
OFF_000331,331,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,low,2,0,1,1,1,3,2,student,73,degree,5,5,2025-05-03 19:21:42.962187,48,Officer_8,2,[],0.867189352183076,0,0,6,,2029-05-03 22:14:30.962187008,0,0
OFF_000332,332,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,low,5,1,1,0,2,5,2,self_employed,114,primary,2,4,2023-07-28 12:12:17.962187,12,Officer_20,1,"['Counseling', 'Community Service', 'Education Advancement']",0.745671983519934,0,0,4,,2024-07-27 18:55:29.962187000,1,1
OFF_000333,333,1980-05-25 13:30:15.958794,male,Kenyan,Nakuru,medium,0,0,1,0,4,3,2,unemployed,190,degree,3,5,2025-09-06 10:39:31.962187,36,Officer_2,3,[],0.5493800876238268,3,0,8,,2028-09-06 06:49:07.962187008,0,1
OFF_000334,334,1997-08-04 03:27:27.958794,male,Kenyan,Nairobi,medium,3,1,0,1,2,1,5,employed,238,secondary,2,4,2023-08-17 16:48:38.962187,60,Officer_17,3,[],0.7429388029926739,0,1,4,,2028-08-17 02:24:38.962187008,1,1
OFF_000335,335,1980-02-21 07:18:47.958794,male,Kenyan,Nakuru,low,4,0,0,0,3,4,4,self_employed,169,diploma,2,2,2022-01-27 18:40:05.962187,60,Officer_10,1,['Mental Health Support'],0.9323669541548874,2,1,4,,2027-01-28 04:16:05.962187008,1,0
OFF_000336,336,1979-08-30 17:57:55.958794,female,Kenyan,Kericho,high,0,0,0,0,4,3,3,employed,50,secondary,3,1,2022-11-14 13:21:15.962187,12,Officer_15,1,"['Mental Health Support', 'Education Advancement']",0.9275659109633924,0,0,12,,2023-11-14 20:04:27.962187000,1,0
OFF_000337,337,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,low,3,0,0,0,3,5,5,employed,191,diploma,1,2,2023-09-27 20:38:08.962187,48,Officer_1,0,['Family Counseling'],0.7165642212491243,2,0,3,,2027-09-27 23:30:56.962187008,1,0
OFF_000338,338,2008-03-23 10:53:54.960352,male,Kenyan,Thika,medium,1,1,0,0,4,3,2,self_employed,203,diploma,3,1,2023-02-26 05:16:21.962187,24,Officer_2,3,"['Family Counseling', 'Vocational Training']",0.7803417778220745,0,0,4,,2025-02-25 18:42:45.962187008,1,0
OFF_000339,339,2008-03-23 10:53:54.960352,male,Kenyan,Meru,high,3,0,0,0,5,2,5,self_employed,55,degree,1,2,2024-04-15 16:08:28.962187,48,Officer_16,0,"['Family Counseling', 'Community Service', 'Vocational Training']",0.8559890679627978,0,1,4,,2028-04-15 19:01:16.962187008,0,0
OFF_000340,340,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,medium,4,0,0,0,2,3,1,unemployed,207,secondary,5,1,2022-09-29 23:01:47.962187,48,Officer_13,2,"['Vocational Training', 'Job Training']",0.7577262429446329,0,0,4,,2026-09-30 01:54:35.962187008,1,0
OFF_000341,341,1986-12-18 11:10:44.958794,male,Kenyan,Eldoret,medium,3,0,0,0,1,1,2,unemployed,40,secondary,5,1,2023-10-16 13:36:13.962187,48,Officer_14,1,[],0.6939287448204358,2,1,3,2026-01-22 10:53:54.979295,2027-10-16 16:29:01.962187008,0,1
OFF_000342,342,1980-02-14 04:53:06.958794,male,Kenyan,Kericho,medium,2,1,0,0,4,4,1,student,31,primary,3,3,2021-05-04 09:52:36.962187,12,Officer_4,0,[],0.724543385900895,0,1,3,,2022-05-04 16:35:48.962187000,1,0
OFF_000343,343,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,low,4,0,0,1,4,4,2,employed,14,secondary,5,1,2025-10-05 22:53:51.962187,12,Officer_16,1,"['Counseling', 'Mental Health Support']",0.9576237811631673,0,0,6,,2026-10-06 05:37:03.962187000,1,0
OFF_000344,344,1981-09-13 15:14:51.958794,male,Kenyan,Nakuru,high,5,0,0,0,3,1,5,unemployed,61,primary,4,1,2022-04-18 17:36:28.962187,24,Officer_15,0,['Education Advancement'],0.7110811928258252,0,0,6,,2024-04-18 07:02:52.962187008,1,0
OFF_000345,345,1988-11-23 03:48:29.958794,male,Kenyan,Thika,medium,1,1,0,0,5,2,4,student,154,tertiary,2,3,2023-07-21 17:02:01.962187,48,Officer_3,2,['Community Service'],0.9083357373274857,0,0,5,,2027-07-21 19:54:49.962187008,1,0
OFF_000346,346,1980-11-29 13:27:50.958794,male,Kenyan,Mombasa,high,2,0,0,0,3,1,3,unemployed,27,tertiary,2,5,2021-08-09 20:47:41.962187,12,Officer_3,2,"['Job Training', 'Education Advancement']",0.7552335530648537,1,1,6,,2022-08-10 03:30:53.962187000,1,0
OFF_000347,347,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,low,5,0,0,0,3,3,1,self_employed,208,tertiary,1,5,2021-09-06 20:39:10.962187,24,Officer_11,4,['Job Training'],0.7231910998833783,0,0,4,2025-03-20 10:53:54.979315,2023-09-07 10:05:34.962187008,0,0
OFF_000348,348,1980-11-15 15:07:54.958794,male,Kenyan,Eldoret,low,3,1,1,0,5,1,5,unemployed,63,secondary,5,3,2025-12-04 16:20:00.962187,24,Officer_20,3,['Community Service'],0.6975818695194388,1,0,6,,2027-12-05 05:46:24.962187008,1,1
OFF_000349,349,2008-03-23 10:53:54.960352,male,Kenyan,Machakos,low,4,0,0,0,1,1,4,employed,237,secondary,1,4,2023-09-15 02:11:06.962187,48,Officer_5,4,"['Job Training', 'Vocational Training', 'Mental Health Support']",0.6993056505077433,2,0,5,,2027-09-15 05:03:54.962187008,0,0
OFF_000350,350,1992-04-03 11:29:17.958794,male,Kenyan,Nairobi,medium,1,1,0,1,3,2,5,unemployed,186,primary,2,1,2022-04-17 18:58:46.962187,36,Officer_3,3,['Family Counseling'],0.8322187153306142,1,0,4,2025-06-29 10:53:54.979334,2025-04-17 15:08:22.962187008,1,1
OFF_000351,351,2003-09-23 08:23:53.958794,female,Kenyan,Thika,medium,2,0,1,0,3,3,1,employed,185,diploma,2,1,2025-05-24 13:28:01.962187,48,Officer_5,2,"['Job Training', 'Vocational Training', 'Mental Health Support']",0.8579401970513671,0,1,3,,2029-05-24 16:20:49.962187008,1,0
OFF_000352,352,1984-05-29 06:02:47.958794,male,Kenyan,Thika,high,5,1,0,0,4,5,3,self_employed,129,primary,5,3,2022-02-03 04:23:14.962187,36,Officer_9,0,['Education Advancement'],0.7571509768043247,1,2,3,2025-12-07 10:53:54.979352,2025-02-03 00:32:50.962187008,1,0
OFF_000353,353,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,medium,5,0,0,0,5,5,5,employed,126,tertiary,4,3,2021-04-28 13:28:22.962187,24,Officer_20,1,"['Counseling', 'Substance Abuse Treatment']",0.5368408031269131,1,0,5,,2023-04-29 02:54:46.962187008,1,0
OFF_000354,354,1993-01-02 04:04:28.958794,male,Kenyan,Kisii,high,1,0,0,0,2,4,2,unemployed,35,primary,4,4,2026-02-07 00:13:45.962187,12,Officer_19,2,[],0.8072429897178593,2,0,2,,2027-02-07 06:56:57.962187000,1,0
OFF_000355,355,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,low,3,1,0,0,1,1,4,student,113,diploma,5,5,2023-08-21 20:46:31.962187,60,Officer_18,2,['Mental Health Support'],0.8788114637582216,2,1,3,,2028-08-21 06:22:31.962187008,0,0
OFF_000356,356,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,high,1,1,0,0,1,4,5,self_employed,198,secondary,5,2,2025-03-18 19:40:16.962187,24,Officer_11,0,"['Education Advancement', 'Family Counseling']",0.9451088800960925,2,1,3,,2027-03-19 09:06:40.962187008,0,0
OFF_000357,357,1978-12-15 05:43:29.958794,male,Kenyan,Kisii,medium,5,0,0,0,5,2,4,unemployed,12,primary,1,5,2025-04-16 18:25:00.962187,12,Officer_13,2,[],0.8953264322940774,2,0,3,,2026-04-17 01:08:12.962187000,1,0
OFF_000358,358,2008-03-23 10:53:54.960352,female,Kenyan,Eldoret,medium,0,0,1,1,4,5,2,self_employed,14,tertiary,5,1,2024-12-18 22:37:57.962187,24,Officer_20,2,"['Family Counseling', 'Substance Abuse Treatment']",0.9119115559276872,0,1,8,,2026-12-19 12:04:21.962187008,1,1
OFF_000359,359,1981-10-30 03:54:20.958794,male,Kenyan,Nakuru,high,2,1,0,0,4,1,3,self_employed,88,tertiary,4,3,2024-02-12 23:46:27.962187,48,Officer_17,0,"['Job Training', 'Substance Abuse Treatment']",0.8974272390377489,1,1,3,,2028-02-13 02:39:15.962187008,1,0
OFF_000360,360,2004-10-11 08:17:55.958794,male,Kenyan,Mombasa,medium,1,0,0,0,5,2,3,unemployed,214,secondary,5,4,2022-10-15 06:02:59.962187,36,Officer_10,2,"['Counseling', 'Community Service', 'Job Training']",0.7715202198586526,0,0,4,,2025-10-15 02:12:35.962187008,1,0
OFF_000361,361,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,medium,5,1,0,0,4,2,2,unemployed,187,primary,1,5,2021-08-28 01:49:27.962187,24,Officer_15,3,"['Community Service', 'Job Training', 'Mental Health Support']",0.8268347561305209,1,0,9,,2023-08-28 15:15:51.962187008,1,0
OFF_000362,362,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,low,3,1,0,0,1,1,4,student,21,diploma,1,4,2023-05-14 21:03:04.962187,12,Officer_17,3,"['Counseling', 'Mental Health Support']",0.7036882631931894,1,1,5,2026-01-16 10:53:54.979374,2024-05-14 03:46:16.962187000,1,0
OFF_000363,363,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,low,5,0,0,0,1,2,5,self_employed,190,secondary,1,5,2025-04-13 16:58:07.962187,48,Officer_20,3,['Mental Health Support'],0.7039223612951042,0,1,5,,2029-04-13 19:50:55.962187008,1,0
OFF_000364,364,2008-03-23 10:53:54.960352,female,Kenyan,Nakuru,high,3,0,0,0,2,1,2,self_employed,217,primary,1,1,2022-03-10 21:51:06.962187,60,Officer_14,3,[],0.7291493511368179,0,0,4,,2027-03-11 07:27:06.962187008,1,0
